FOTNUM;VAR1;SERIES;COUNTRY;LOCALIS;CHRONOL;SEX;ANTER_AREA;MIN_AXIS_ANT;MAJ_AXIS_ANT;ANT_PERIM;ANT_COMPACT;ANT_SH_FACT;L_POST_AREA;L_POST_MIN_A;L_POST_MAJ_A;L_POST_PERIM;L_POST_COMPA;L_POST_SH_FA;R_POST_AREA;R_POST_MIN_A;R_POST_MAJ_A;R_POST_PERIM;R_POST_COMP;R_POST_SH_FA;NOSE_ANGLE;NOSE_SLOPE;POST_AREA;G_OP;EU_EU;BA_B;N_PR;ZY_ZY;ZM_ZM;FT_FT;OL_ALV;ENM_ENM;ID_GN;KLD_KLD;GO_GO;N_NS;APT_APT;NOSINDEX;NOSEINDEX2;VOLUME;VOLUME2;VOLUME3;FACE;CRANSIZE;WIELK(1);WIELK(2);WIELKTSQUARE;WIELKPROB;BASE1;BASE2;BASEFIN;NOSE_SL2;NOSE_AN2;BASEIND;TEMP_YEAR;PERCP_YEAR;MIN_TEMP;MAX_TEMP;MIN_PERC;MAX_PERC;P_T_MAX;P_T_MIN;POST_PERIM;MAJ_AXIS_POS;MIN_AXIS_POS;PROGNATH;POSTINDEX2;ANTER_AREA2;CLUSTER;PALATE;FACTOR(1);FACTOR(2);TSQUARE;PROB;GLOWNY;WYS_DL;WYS_SZER;CZOL_CIEM;GRN_TWARZ;TWARZ_GRN;JARZ_ZUCHW;CZOL_TWARZ;SZCZ_JARZ;NOS_TWARZ;TWARZ_NOS;PODNIEB;ZUCHW_JARZ;ZUCIE;PRZELICZNIK;ANTER_POPR;ROZNICA
1;kal 0017x01;Eskimo;431;nw;;male;766,360592920219;25,2549434209573;40,6967443399667;117,035340436822;17,8731409700612;0,703086862874788;276,690909412067;14,3397137777188;24,3866387994701;66,9177958204854;16,1840929540741;0,776464312829827;306,650279072173;15,9413250012268;24,1842656664134;68,9444255337127;15,5008298918095;0,810690182530107;18,1349947399675;23,7873801691921;583,34118848424;195;129;140;79;;105;100;53;31;35;121;107;55;21;38,1818181818182;62,0564220321561;35767,0972072181;351920,271281188;351881,801416314;8097,5;154,666666666667;3,78107432495235;-2,39235958640384;6,14251963263888;0,051900360742968;24,2434210526316;5,44357157058549;18,7998494820461;0,415168104376008;0,316515368044285;89,523092771648;-6,361;47,178;-18,883;6,619;36,425;545,413;555,2;35,406;67,9311106770991;48,5709044658835;30,2810387789456;5,65238542922464;62,3439878502061;1004,89563175748;3;170,967741935484;1,98003352131199;-1,70528880055503;6,82854263881757;0,035554291196195;66,1538461538462;71,7948717948718;108,527131782946;77,5193798449613;54,1095890410959;75,2380952380952;73,2876712328767;68,4931506849315;71,9178082191781;14,3835616438356;20;58,4905660377359;101,904761904762;0,961346785742208;1,070469524;820,365659115664;184,529972641819
2;kal 0033x01;Eskimo;431;nw;;male;635,533983926221;22,7401581328678;36,8468425535253;104,315111121383;17,122046473489;0,733929243435727;312,988683127572;13,9915955568945;26,3031420405839;73,2277737423447;17,1325902063826;0,733477568947963;346,047668038409;15,854707254077;26,881369472022;74,6309523472105;16,0954098602202;0,780742505067671;27,8483044129188;33,2371540896827;659,036351165981;197;137;139;78;132;95;92,5;53;38;35;120;108;51;21;41,1764705882353;61,7153507789291;34306,1138799433;338569,171900795;338533,650461365;7312,5;157,666666666667;2,95148335094168;-1,50263863352776;3,00326909463961;0,23059179651295;33,4207181566533;4,81090578585665;28,6098123707966;0,580097772857662;0,4860446031031;136,237201765698;-6,361;47,178;-18,883;6,619;36,425;545,413;555,2;35,406;73,9293630447776;53,184511512606;29,8463028109715;5,38884967676389;56,1184110977446;932,412396871629;2;139,473684210526;1,05528160014176;0,689732438390713;1,58935009216616;0,455115232696436;69,5431472081218;70,5583756345178;101,459854014599;67,5182481751825;59,0909090909091;82,1052631578947;81,8181818181818;70,0757575757576;71,969696969697;15,9090909090909;22,1052631578947;71,6981132075472;113,684210526316;0,235233708736135;1,015336166;645,280638602354;287,131758269275
3;kal 1527x01;Eskimo;431;nw;;male;474,931129476584;20,2406196901246;30,749903672363;90,2088999211147;17,1343698484159;0,733401387126061;243,556155140874;15,2312912954714;20,9838333279027;62,1228762494521;15,8454289577389;0,793059667104928;220,870883715384;13,4505855567127;20,8669973559116;58,859322937694;15,6852720395144;0,801157326611993;9,83145695948211;16,4403795216802;464,427038856258;188;140;137;69,5;137;103,5;92;48;43;30;126;114;52;20;38,4615384615385;65,8233596624766;22544,5960399882;222501,60706299;222479,471994627;6793,625;155;2,75116985567959;-0,013354631934529;1,42951552821842;0,494904952356475;15,344262295082;6,02481169694284;9,31945059813913;0,286938752930769;0,171591294211074;46,5972529906956;-6,361;47,178;-18,883;6,619;36,425;545,413;555,2;35,406;60,491099593573;41,8508306838143;28,6818768521841;6,60892256219806;68,5335903339112;556,025852330602;1;111,627906976744;1,64911748310898;1,17395275011145;4,09775353258996;0,133130387294855;74,468085106383;72,8723404255319;97,8571428571429;65,7142857142857;50,7299270072993;67,1497584541063;83,2116788321168;67,1532846715328;75,5474452554745;14,5985401459854;19,3236714975845;89,5833333333333;110,144927536232;1,1970193302165;1,152464113;547,34108286832;8,68476946228202
4;kal 1501x01;Eskimo;431;nw;;male;719,586321736337;25,5810467104176;39,0263414898518;109,471319484185;16,6539710770093;0,754557009631592;253,902780434318;16,3186982170079;21,2858448100655;63,7406580809906;16,0016817683049;0,785315618465168;270,772086098919;15,1154063226734;23,3471065457829;66,3089457751637;16,2382923334546;0,773872668154247;26,1492616700278;32,3604170838011;524,674866533237;195;134;138;70;143;102;93;52;45;36;117;116;51;22;43,1372549019608;65,5481547433023;32350,7908950089;317975,57244859;317961,985164014;6825;155,666666666667;3,81353086738131;-1,37354504169777;3,88127542693404;0,151305577488884;32,3161823799403;5,55042001319837;26,765762366742;0,56479582543095;0,456390713107537;121,662556212464;-6,361;47,178;-18,883;6,619;36,425;545,413;555,2;35,406;65,0248019280771;44,6329513558485;31,4341045396814;6,21115541377321;70,4280214164292;1036,71600963263;3;115,555555555556;0,923274926667693;2,62461734895141;7,74105281862996;0,022964855162837;68,7179487179487;70,7692307692308;102,985074626866;69,4029850746269;48,951048951049;68,6274509803922;81,1188811188811;65,034965034965;71,3286713286713;15,3846153846154;21,5686274509804;86,5384615384616;113,725490196078;1,39606803481473;1,035704705;745,278939075968;291,437070556657
5;kal 0001x02;Eskimo;431;nw;;female;532,568897155395;24,2186779213013;30,0879488487217;91,7550155234479;15,8082511364753;0,794924783638087;221,904627252359;13,7315988822358;19,7530162571372;58,332297595587;15,3338710639435;0,819517169666837;277,713132708403;16,2419912079182;22,4616776340889;64,9102750839281;15,1715684828459;0,82828420993964;7,76806522774345;14,3935929684905;499,617759960763;178;136;133;74;136,5;99;100;46;43;26;118;108;65,5;22;29,7297297297297;80,4929509920057;23740,2931136716;234267,493467695;234145,263003033;7363;149;1,76325974818214;0,854962919068241;1,02682730111145;0,602787574296856;16,8097345132743;7,60818385970477;9,20155065356956;0,251215588492064;0,135578314733806;41,825230243498;-6,361;47,178;-18,883;6,619;36,425;545,413;555,2;35,406;61,6212863397575;42,2146938912261;29,973590090154;6,62552774074707;71,0027417642456;604,552688771776;1;106,976744186047;1,48265300508594;0,948274582156011;3,09748461665352;0,216932705458421;76,4044943820225;74,7191011235955;97,7941176470588;73,5294117647059;54,2124542124542;74,7474747474748;79,1208791208791;73,2600732600733;72,5274725274725;16,1172161172161;22,2222222222222;93,4782608695652;109,090909090909;1,05376119176458;1,071797304;570,805908165406;33,7467806063702
6;kal 1519x01;Eskimo;431;nw;;female;570,904633919965;23,5086185044828;32,5875952499859;95,8470271338683;16,0913961186876;0,780937248804988;259,000005257422;13,2839859817289;24,1293188572454;65,2503674094816;16,4386500411098;0,764440546087009;246,808834677637;15,0245212345548;23,7492894210332;64,9718837584213;17,1037057268692;0,734716254771501;8,8055839992155;15,0684881594922;505,808839935059;177;131;125;68;;91,5;96;43,5;41,5;28;123;106;47;20;42,5531914893617;72,1397768817967;23418,5180563468;230990,576470702;230984,991130953;6375;144,333333333333;0,212710954237575;0,515276948751391;0,168248214735299;0,920100433038938;12,6538461538461;5,15804971968967;7,49579643415648;0,262994731680919;0,15368643334724;37,4789821707824;-6,361;47,178;-18,883;6,619;36,425;545,413;555,2;35,406;65,1111255839514;47,8786082782787;28,3085072162837;6,2629041602767;59,1255849621814;658,299941284934;1;104,819277108434;0,991889275899533;0,343597507422156;1,10190358275122;0,57899064943328;74,0112994350283;70,6214689265537;95,4198473282443;73,2824427480916;48,9208633093525;74,3169398907104;76,2589928057554;69,0647482014388;65,8273381294964;14,3884892086331;21,8579234972678;95,4022988505747;115,846994535519;0,659421756725011;1,043774441;595,895665134121;62,4042761508133
7;kal 1503x01;Eskimo;431;nw;;male;646,670458225331;24,3254617684644;37,0627049648841;104,427483772559;16,8634568478589;0,745183548529359;297,775504862035;14,7683033154926;24,0561030283211;68,6764882931834;15,8389792554259;0,793382604504285;280,291613824977;14,6606284520957;23,3220794872894;66,064588983932;15,5713895897764;0,807016646902841;24,0034690216697;35,495641277497;578,067118687012;188;133;142;71;141;102,5;100;45;44;36;122;111;53;22;41,5094339622642;65,6332606902602;27556,5954805277;271830,358462043;271820,005240568;7188,75;154,333333333333;3,45160265494432;-0,283905163355196;2,29838109576262;0,324199666194961;37,7984496124031;10,7754315042851;27,023018108118;0,619515810399129;0,418939566328599;122,831900491446;-6,361;47,178;-18,883;6,619;36,425;545,413;555,2;35,406;67,3705386385578;47,3781825156105;29,4289317675883;11,4921722558272;62,1149444850313;909,730797337537;2;102,272727272727;-0,072685755412275;1,70884846361126;2,92544629062643;0,235996878081349;70,7446808510638;75,531914893617;106,766917293233;75,187969924812;50,354609929078;69,2682926829268;78,7234042553192;70,9219858156028;72,6950354609929;15,6028368794326;21,4634146341463;97,7777777777778;108,292682926829;1,51752912826193;1,029703838;665,879052755842;243,851744581695
8;kal 1531x01;Eskimo;431;nw;;male;786,946447193143;24,3442097486505;45,630180786106;121,422845962917;18,7350836569895;0,670740032146641;262,713069289185;14,8094105041501;22,1915697862498;63,781682148838;15,4849661219457;0,811520704365622;261,156563966196;13,5777734542192;24,089798079826;64,903657854458;16,1301126761409;0,779062791851845;19,0573714966394;20,1363034282481;523,869633255381;183;144;142;75,5;151;102,5;102,5;45,5;41;35;131;122;54,5;22;40,3669724770642;53,3511139540852;29821,0658302039;292325,968189253;292325,862132074;7738,75;156,333333333333;4,74455689503707;0,905501560174121;4,74439885253541;0,100317049897888;19,9833333333333;1,02640617154749;18,9569271617858;0,351444794003552;0,332613879392077;86,1678507353902;-6,361;47,178;-18,883;6,619;36,425;545,413;555,2;35,406;64,342670001648;46,2813678660758;28,3871839583694;1,07893193160871;61,3360954250817;1043,89607688218;3;110,975609756098;0,474877762983823;0,695367443695746;0,709044771528477;0,703280061002042;78,6885245901639;77,5956284153005;98,6111111111111;71,1805555555556;50;73,6585365853659;80,794701986755;67,8807947019868;67,8807947019868;14,5695364238411;21,4634146341463;90,1098901098901;119,024390243902;2,18442345743275;1,035336413;814,754311860043;229,14176502214
9;kal 1535x01;Eskimo;431;nw;;female;515,684959236811;22,4239663872038;34,456099450505;101,194553451018;19,8577396232502;0,632819789803567;201,108575540878;12,8419426224768;20,6503283045406;57,1392078846642;16,2344597633692;0,774055361097599;244,562969396627;13,7459492251286;21,3793927046308;61,4780329079164;15,4542960430663;0,813131221204809;7,77963412737043;17,8188889145228;445,671544937505;185;137;134;65;;87;96;47;32,5;29;;;47;21,5;45,7446808510638;65,079816766303;22591,8778480964;222775,5314596;222687,179045914;5947,5;152;;;;;15,1071428571429;8,32057416267942;6,78656869446344;0,310998280605541;0,13578023012313;31,565435788202;-6,361;47,178;-18,883;6,619;36,425;545,413;555,2;35,406;59,3086203962903;42,0297210091714;26,5878918476055;10,0392547871523;63,2597390827402;585,489829179138;1;144,615384615385;1,80960253527632;-2,07809221831966;7,5931286035192;0,024647712870704;74,0540540540541;72,4324324324324;97,8102189781022;70,0729927007299;;74,7126436781609;;;;;24,7126436781609;69,1489361702128;;;1,016636039;524,263914330388;61,2259148487498
10;kal 1538x01;Eskimo;431;nw;;male;644,334564009807;24,9830440800561;34,594489245728;108,793718844538;18,3694526433077;0,684090639953681;314,403267310222;15,3539933276824;24,7890021245954;70,3679117919536;15,7493369974249;0,797898388764798;301,364293173524;15,1218197347245;24,8333738822857;69,1196006526969;15,8529703173476;0,792682403537213;5,74660059689228;17,0739660299459;615,767560483745;206;138;149;75;144;107;97;48;41;37;127;115;55;22;40;72,2168317115454;30242,4509878452;298455,456871645;298449,88106175;7650;164,333333333333;5,40633290391831;-0,703817172272615;5,81780334612999;0,060440121507706;16,8928571428571;11,0174048765836;5,87545226627354;0,297996923596221;0,100297101212842;26,7066012103343;-6,361;47,178;-18,883;6,619;36,425;545,413;555,2;35,406;69,7437562223252;49,6223760068811;30,4758130624069;11,3273654330537;61,4154651888914;708,851158371653;1;117,073170731707;2,02384575534852;0,445845900458906;4,29473020839825;0,120961943232805;66,9902912621359;72,3300970873787;107,971014492754;70,2898550724638;52,0833333333333;70,0934579439252;79,8611111111111;67,3611111111111;74,3055555555556;15,2777777777778;20,5607476635514;85,4166666666667;107,476635514019;1,67767303314248;1,023970883;659,779832456542;49,0713259151115
11;kal 1546x01;Eskimo;431;nw;;female;480,929338194295;20,5229254503586;31,0772702392954;88,9455485726298;16,4500478190621;0,763910886617449;253,706624856873;14,6418009201732;22,4452190265632;64,7460533946404;16,5232241473653;0,760527757917208;252,336769686355;14,1975161455491;21,9426633352539;64,2258738110187;16,3470542636971;0,768723857622841;10,5677021532408;16,6992442339936;506,043394543228;184;131;135;67;;92;93;44,5;40;28;118;111;51;20;39,2156862745098;66,0383788290663;21960,1433034099;216714,534454832;216714,468300572;6197,5;150;;;;;15,3;5,4787262014695;9,82127379853049;0,291456794477867;0,184441196944147;49,1063689926525;-6,361;47,178;-18,883;6,619;36,425;545,413;555,2;35,406;64,4859636028295;44,3878823618171;28,8393170657222;6,13154208075278;64,9711487262347;569,130450038499;1;111,25;1,03600346726694;0,037291408658032;1,07469383334882;0,586834315028546;71,195652173913;73,3695652173913;103,053435114504;70,9923664122137;;72,8260869565217;;;;;21,7391304347826;89,8876404494382;120,652173913043;;1,024828023;492,869862864357;76,2605871741416
12;kal 1541x01;Eskimo;431;nw;;male;567,856774730258;23,5552425993456;35,1935654157693;98,8693998855417;17,2141262880425;0,730003393961864;216,820011793635;13,3086533963629;22,3063340475722;59,5803691529392;16,3721990375093;0,76754323506385;222,077211725776;13,3581509191959;21,2158214351615;59,1982111112769;15,7802242361662;0,796336631615076;26,2552953601222;35,5907785918898;438,897223519411;192;139;137;63;131;99;94;50;41;28;124;105;48;24;50;66,9305377874306;25168,8499562417;247724,466108362;247722,993246136;6079,5;156;1,61699843585196;0,085962390670165;0,498232939780412;0,781753750043365;34,3529411764706;7,890828052426;26,4621131240446;0,621176269776788;0,458241350117723;110,258804683519;-6,361;47,178;-18,883;6,619;36,425;545,413;555,2;35,406;59,389290132108;43,5221554827337;26,6668043155588;9,33548323176758;61,2717913894182;819,060472601376;2;121,951219512195;0,633793059982454;1,28863367841409;2,06227040002495;0,36052946894953;72,3958333333333;71,3541666666667;98,5611510791367;67,6258992805755;48,0916030534351;63,6363636363636;80,1526717557252;71,7557251908397;75,5725190839695;18,3206106870229;24,2424242424242;82;106,060606060606;0,556154471734575;1,04040516;590,801118570318;228,259354031058
13;kal 1559x01;Eskimo;431;nw;;female;778,394578712379;24,4249783162547;43,2215759655595;115,891667874294;17,2545891890756;0,728291498375128;204,434711739639;10,9739493750194;22,1531803781346;60,5382049811693;17,9268688333591;0,700979670860042;233,788136798505;12,7187721223248;23,3818397172873;63,3042045481298;17,1412560463893;0,733106756024813;22,0498718469825;26,7788404069551;438,222848538144;185;124;139;63;141;111;96;42,5;38;28;122;111;52;22;42,3076923076923;56,511077559313;25853,1203290736;251767,739191058;251721,876207059;6520,5;149,333333333333;1,62761785010196;-1,01996046299355;1,12604325654453;0,574161073762863;26,2429906542056;4,30164806197998;21,9413425922256;0,467378934967465;0,384842863372647;99,7333754192074;-6,361;47,178;-18,883;6,619;36,425;545,413;555,2;35,406;61,9212047646496;45,5350200954219;23,6927214973442;4,72896855997266;52,0318678847499;1070,6144104334;3;111,842105263158;-0,243485366614074;-0,326646956566237;0,165983357989175;0,920794088240374;67,027027027027;75,1351351351351;112,096774193548;77,4193548387097;44,6808510638298;56,7567567567568;78,7234042553192;68,0851063829787;78,7234042553192;15,6028368794326;19,8198198198198;89,4117647058824;100;1,35109622108639;1,025808132;798,483488747872;272,130921685528
14;kal 1465x01;Eskimo;431;sw;;female;496,330080403583;21,2378553170965;31,7823736350683;90,2911474085742;16,425543448279;0,765050523529303;181,628771792502;12,5782284725516;19,5091400795712;56,3598486873307;17,4885978290249;0,718546491674903;211,980497477832;15,2328067369163;18,9176071733398;56,0430397482838;14,8165625687154;0,84812995970419;13,7072188546843;17,1619188028653;393,609269270334;181;135;133;68;132;94;89;45;38;34;108;102;51;21;41,1764705882353;66,8227476051784;20023,6353676631;197185,067267792;197136,340917115;6222;149,666666666667;0,007230910792269;-0,996437229179026;0,597227617877678;0,744531210042748;15,75;3,0788223478364;12,6711776521636;0,299531989069923;0,239236100305687;60,3389412007791;-6,361;47,178;-18,883;6,619;36,425;545,413;555,2;35,406;56,2014442178072;38,4267472529109;27,8110352094679;3,45469994818104;72,3741591408342;613,940730410099;1;118,421052631579;0,886245228069279;-0,409954190443982;0,953493042538149;0,623098078926922;74,585635359116;73,4806629834254;98,5185185185185;65,9259259259259;51,5151515151515;72,3404255319149;77,2727272727273;67,4242424242424;71,2121212121212;15,9090909090909;22,3404255319149;84,4444444444444;108,510638297872;-0,263363324318922;1,011181908;501,879997700289;112,060732709811
15;kal 1548x01;Eskimo;431;nw;;female;688,073697494619;25,205700962222;38,8687841319675;113,081409465976;18,5843539919817;0,676180114723438;280,870848279682;15,5147311557408;24,7059003241535;67,9952580776269;16,460786690256;0,763412517932566;261,366764340675;13,546029059488;24,0888060372742;66,0844848941369;16,7089306658405;0,752075094790458;16,9870908604848;28,0976829674359;542,237612620357;178;134;135;62;;93;89;45;37,5;30;;116;52;21;40,3846153846154;64,84818479694;27682,004477587;272568,367280526;272553,736724625;5642;149;;;;;27,7627118644068;10,2119778711585;17,5507339932483;0,490397079963288;0,296480665850896;83,5749237773728;-6,361;47,178;-18,883;6,619;36,425;545,413;555,2;35,406;67,0398714858819;48,7947063614278;29,0607602152287;11,1105921069512;59,5571986845714;889,098718466842;2;120;0,616977749465894;-0,448082938208733;0,58143986284977;0,749200803142755;75,2808988764045;75,8426966292135;100,746268656716;66,4179104477612;;66,6666666666667;;;;;22,5806451612903;83,3333333333333;124,731182795699;;1,006525576;692,563774701221;196,534943765621
16;kal 1556x01;Eskimo;431;sw;;male;608,298112718796;22,3661160699885;35,6999482640131;104,910914399562;18,0935954427994;0,694520370707201;259,669078220643;15,2224575287235;21,886829071243;63,2725810927824;15,4173902629292;0,815077675277818;256,917818642449;15,7567159524263;22,0721260467169;62,9720834419986;15,434831706028;0,814156633107403;13,0690419847946;16,213381689986;516,586896863091;186;138;138;73;;100;92,5;47;43;33;130;103;57;21;36,8421052631579;62,6502758619805;26434,7977251743;260611,477263938;260611,16993992;7026,25;154;;;;;16,5744680851064;3,13125170643984;13,4432163786665;0,282976893372817;0,22809781271604;64,0153160888882;-6,361;47,178;-18,883;6,619;36,425;545,413;555,2;35,406;63,1223322673905;43,9589551179599;30,9791734811498;3,14433970519136;70,4729523211368;745,849533414816;2;109,302325581395;1,20561959740132;1,20394754971041;2,90300831609182;0,238605111098476;74,1935483870968;74,1935483870968;100;67,0289855072464;;73;;;;;21;91,4893617021277;103;;1,048383693;637,729821857061;108,119711557755
17;kal 1458x01;Eskimo;431;sw;;female;592,895587880894;26,7931991012361;32,8817083402853;103,659969680599;18,1235777999098;0,693371405640542;218,133890582944;13,401211001361;20,5258427959072;58,0890396967546;15,4691071794186;0,812352676118149;204,849588653072;12,2407360881642;20,6280385869415;59,0189016825556;17,0038454981439;0,739031098331898;18,5156328456503;24,0656315805573;422,983479236016;164;124;128;63;;95;90;41,5;36,5;;;;49;22;56,4102564102564;81,4835981876593;21079,4906426759;207069,349791847;207060,917376488;5827,5;138,666666666667;;;;;21,8834951456311;4,76132293192731;17,1221722137037;0,420024507652651;0,323158756247005;77,8280555168352;-6,361;47,178;-18,883;6,619;36,425;545,413;555,2;35,406;58,5539706896551;41,1538813828488;25,6419470895252;5,54999873490695;62,3074816467049;781,177520450862;2;113,698630136986;-0,093020064702556;-0,966793937029561;0,943343249114386;0,626235845051569;75,609756097561;78,0487804878049;103,225806451613;72,5806451612903;43,448275862069;66,3157894736842;;62,0689655172414;65,5172413793104;15,1724137931034;23,1578947368421;87,9518072289157;;;1,0358343;614,141586245694;167,035934205168
18;kal 1517x01;Eskimo;431;nw;;female;551,543657457738;21,7705481524707;34,8593751643453;98,2454033587337;17,500263398206;0,718067512952257;265,694295058698;13,0240065162615;25,2099473257962;67,8897404311723;17,3470674437843;0,724408932811401;279,597962741945;14,3728819505366;24,4648507439343;68,2855053555121;16,6771967718567;0,753506166909618;19,7225167649627;27,6259628673422;545,292257800643;182;137;137;73;138;100;96;46;39;34;118;104;53;21;39,622641509434;62,4524910438955;25227,2260509428;248981,39325087;248974,6473602;7154;152;1,98769571319166;-0,444412139323622;0,864938414352634;0,652655985648743;27,7383177570093;7,35760687765692;20,3807108793524;0,482164011068815;0,34422285432838;97,0510041873925;-6,361;47,178;-18,883;6,619;36,425;545,413;555,2;35,406;68,0876228933422;49,6747980697305;27,3968884667981;7,90344610237948;55,1524908633549;737,670460528539;2;117,948717948718;0,533920735803089;0,165338797468927;0,312408270068983;0,856197329649599;75,2747252747253;75,2747252747253;100;70,0729927007299;52,8985507246377;73;75,3623188405797;69,5652173913043;72,463768115942;15,2173913043478;21;84,7826086956522;104;0,675775352252153;1,083884322;597,80952321698;139,860937311559
19;kal 1462x01;Eskimo;431;sw;;male;636,076291172883;25,1305844735227;34,7723813393404;104,313835420781;17,1070301018912;0,734573478827861;211,428326474623;13,5906245421546;20,6732532979316;58,4091042460166;16,1360755945421;0,778774897324456;216,898148148148;14,1884364323579;19,8433508608854;59,2358572263995;16,1775783302202;0,776776990835816;26,3107097183971;32,4711922908485;428,326474622771;180;126;135;66;135;104;83;42;37;27;121,5;109;51;21;41,1764705882353;72,2716808730345;22352,4580817087;219195,625019596;219194,154744878;6171;147;-0,080305578184083;-1,7080558252735;1,75605551146729;0,421995178047227;32,4545454545455;5,50478535244599;26,9497601020995;0,566729217523506;0,4592085131225;128,332190962378;-6,361;47,178;-18,883;6,619;36,425;545,413;555,2;35,406;58,822480736208;40,516604158817;27,7790609745126;6,16048257245135;68,5621649475464;918,009954042311;2;113,513513513514;-0,673172083050102;-0,518978332807324;0,722499163321483;0,698607115376147;70;75;107,142857142857;65,8730158730159;48,8888888888889;63,4615384615385;80,7407407407407;61,4814814814815;77,037037037037;15,5555555555556;20,1923076923077;88,0952380952381;104,807692307692;0,293648747044387;1,09663847;697,545730755104;220,464223287207
20;kal 0103x01;Eskimo;431;se;;female;475,643650160281;22,6927204970476;29,8897548231197;88,5314823145927;16,4783517201961;0,762598761559242;198,222562468262;11,1821298878936;20,9887026762225;57,2253608784746;16,5205306948647;0,760651751839024;205,555613468664;11,7650094809644;20,9579330394847;57,2215862676412;15,9290708715394;0,788895392311401;16,4740084571367;19,114995142681;403,778175936926;194;132;140;73;;105;96;49;37;38;118;99;52;21;40,3846153846154;75,92140059809;21545,8347393816;212411,790888532;212408,877990031;7336,5;155,333333333333;;;;;18,0218568849187;2,39858244031815;15,6232744446006;0,333619601742506;0,287525688578427;74,3965449742885;-6,361;47,178;-18,883;6,619;36,425;545,413;555,2;35,406;57,2234735730579;41,9466357157072;22,9471393688579;2,64098668554426;54,7055538002664;610,526846956711;1;132,432432432432;1,34895071989065;-0,299819625332691;1,90955985242815;0,388674191756537;68,0412371134021;72,1649484536083;106,060606060606;72,7272727272727;;69,5238095238095;;;;;20;75,5102040816327;94,2857142857143;;1,059125011;503,766086208087;106,760760748624
21;kal 1474x01;Eskimo;431;sw;;female;567,225600260577;24,5272858424108;31,3914046096109;95,2798632475805;16,0046590568324;0,785169529056265;194,069315365101;12,7014517592584;20,7011577908985;56,4655971829984;16,4289942448367;0,764889829960743;201,503550446482;13,9388645471883;20,1854338530206;55,9253353388969;15,5215286571278;0,809609085029681;22,7773930933283;29,096888799528;395,572865811583;177;138;133;70;136;103;96;47;40;33;121;108,5;53;23;43,3962264150943;78,1337635172318;22625,7639526958;222114,792834597;222111,558797077;6965;149,333333333333;1,79752073784127;-0,319456095185979;0,671579912657076;0,717765658270044;29,495652173913;5,86950897207424;23,6261432018388;0,507836511638424;0,397540504499594;102,722361747125;-6,361;47,178;-18,883;6,619;36,425;545,413;555,2;35,406;56,1954662609476;40,8865916439191;26,6403163064467;6,31949570619975;65,1566081576498;786,828024548443;2;117,5;0,431413068169826;0,641587350886503;0,597751564205264;0,743165834059069;77,9661016949153;75,1412429378531;96,3768115942029;69,5652173913043;51,4705882352941;67,9611650485437;79,7794117647059;70,5882352941177;75,7352941176471;16,9117647058824;22,3300970873786;85,1063829787234;105,339805825243;0,927049863974108;1,094586088;620,877250802677;165,950773745766
22;kal 0015x01;Eskimo;431;sw;;female;404,465288106326;23,7755560227874;26,038688464722;81,6883787318824;16,4983038497218;0,761676517102759;261,786809778955;14,242137770927;22,8245299737756;64,1991892275051;15,7438638751475;0,798175766381962;224,191162841389;13,1682975679474;22,1875555301803;60,703565893554;16,436521696442;0,764539532538651;13,0126279601748;14,3493320429471;485,977972620344;192;132;136;68;137;98;93;48;39,5;;;;50;19;38;91,3085774462075;21370,6382574401;210624,545242411;210572,072394019;6494;153,333333333333;;;;;12,7906976744186;1,16670604914934;11,6239916252693;0,250443089611352;0,227113202242124;61,1789032908909;-6,361;47,178;-18,883;6,619;36,425;545,413;555,2;35,406;62,4513775605296;45,012085503956;27,4104353388744;1,3367040827723;60,8957239638794;495,537038087717;1;121,518987341772;1,43321703202964;0,24535717958911;2,11431120647578;0,351416326691527;68,75;70,8333333333333;103,030303030303;70,4545454545455;49,6350364963504;69,3877551020408;;67,8832116788321;71,5328467153285;13,8686131386861;19,3877551020408;82,2916666666667;;;1,053387871;426,058828731725;69,4782093559923
23;kal 1461x01;Eskimo;431;sw;;male;487,80688460147;20,4868756193434;29,9835578043486;89,3274881124597;16,3577029852718;0,768223425114987;204,263349760998;12,076861801682;21,5499692468562;58,6177820503638;16,8216392050965;0,747036032644897;196,624324333036;11,692079001486;20,898853668279;56,7263037907709;16,3655923684829;0,767853086611134;19,7041557472823;26,9521789312289;400,887674094034;184;136;146;69;143;108;92;44;39;36;;107;53;19,5;36,7924528301887;68,3270336129763;19551,2802913011;192655,01750228;192652,111765404;6900;155,333333333333;;;;;26,9491525423729;6,74059341493842;20,2085591274344;0,470404262936591;0,34390239411584;103,633636550946;-6,361;47,178;-18,883;6,619;36,425;545,413;555,2;35,406;57,6720429205674;42,4488229151352;23,768940803168;7,2480231839466;55,9943460639356;652,277582494806;1;112,820512820513;0,194885201554758;0,008079570868657;0,03804552125046;0,98125712716888;73,9130434782609;79,3478260869565;107,352941176471;67,6470588235294;48,2517482517483;63,8888888888889;74,8251748251748;64,3356643356643;75,5244755244755;13,6363636363636;18,0555555555556;88,6363636363636;99,0740740740741;;1,028280157;501,602139883681;150,675442611125
